order,machine,gt
• date102 item5499 8844 1 30,"• machine35 5.78
• machine08 6.32
• machine09 0.88
• machine21 4.5","• machine08 5
• machine09 10
• machine21 5
• machine35 10"
• date102 item5627 179208 0 25,• machine19 25.0,• machine19 25
• date102 item5641 179208 0 26,• machine03 52.5,
• date102 item5790 6498 0 8,"• machine29 2.23
• machine25 2.87","• machine25 3
• machine29 5"
• date102 item5837 179208 1 10,• machine05 20.49,• machine05 10
• date102 item5857 179208 0 12,• machine32 12.15,• machine32 12
• date102 item6067 6498 0 1,• machine23 1.0,• machine23 1
• date102 item6069 6498 0 3,• machine08 1.5,• machine08 3
• date102 item6109 8416 0 14,"• machine21 2.17
• machine29 2.27
• machine28 2.27
• machine22 1.93
• machine14 3.0
• machine23 2.16
• machine30 2.01","• machine21 3
• machine22 4
• machine23 1
• machine28 2
• machine29 3
• machine30 2"
• date102 item6136 145749 0 101,"• machine33 5.27
• machine20 6.4
• machine03 7.0
• machine19 16.0
• machine05 27.46
• machine32 22.27
• machine06 12.74
• machine01 6.7","• machine01 23
• machine03 2
• machine05 28
• machine19 17
• machine20 5
• machine32 16
• machine33 9"
• date102 item6414 179208 1 33,"• machine06 39.5
• machine02 31.5
• machine19 30.04","• machine02 9
• machine06 13
• machine19 12"
• date102 item6433 11735 0 41,"• machine32 2.0
• machine21 5.06
• machine07 4.65
• machine23 4.31
• machine34 4.58
• machine10 5.33
• machine09 4.94
• machine31 5.17
• machine29 1.39
• machine22 1.0
• machine08 3.11
• machine28 1.53
• machine33 1.32
• machine35 1.5","• machine07 2
• machine08 3
• machine09 2
• machine10 3
• machine21 1
• machine22 1
• machine23 5
• machine28 4
• machine29 4
• machine31 3
• machine32 1
• machine33 6
• machine34 4
• machine35 2"
• date102 item660 13583 0 25,"• machine14 5.25
• machine08 4.73
• machine21 5.55
• machine31 3.33
• machine30 4.65
• machine09 4.83","• machine08 6
• machine09 4
• machine14 4
• machine21 3
• machine30 5
• machine31 3"
• date102 item661 95463 0 11,"• machine09 9.43
• machine18 18.0
• machine21 10.58
• machine35 12.1
• machine14 10.95
• machine10 11.75
• machine04 12.0
• machine08 9.55
• machine07 11.45
• machine23 10.26","• machine07 1
• machine08 1
• machine10 2
• machine18 1
• machine21 3
• machine23 2"
• date102 item900 6498 0 1,• machine22 1.52,• machine22 1
• date103 item1003 179208 0 106,"• machine05 18.37
• machine01 20.0
• machine32 15.66","• machine01 42
• machine05 3
• machine32 61"
• date103 item1082 20470 1 19,"• machine10 3.34
• machine28 4.32
• machine09 3.02
• machine08 2.51
• machine23 2.11
• machine21 2.97
• machine30 3.12
• machine35 0.67","• machine08 2
• machine09 2
• machine10 1
• machine21 1
• machine23 3
• machine28 3
• machine30 3
• machine35 3"
• date103 item1112 109083 0 23,"• machine23 8.27
• machine08 7.62
• machine09 8.05","• machine08 6
• machine09 8
• machine23 8"
• date103 item1431 18509 0 4,"• machine31 5.44
• machine22 4.28
• machine21 4.0
• machine08 4.57
• machine07 5.57
• machine23 5.21
• machine14 3.72
• machine10 4.83
• machine30 3.8
• machine35 5.27
• machine09 4.71
• machine28 5.82",• machine23 1
• date103 item1651 52115 0 2,• machine08 5.5,• machine08 2
• date103 item1707 8065 0 8,• machine29 4.0,• machine29 8
• date103 item1802 6498 1 6,"• machine08 3.45
• machine29 3.82","• machine08 3
• machine29 3"
• date103 item1926 52115 0 3,• machine09 6.42,• machine09 3
• date103 item1996 52115 0 12,• machine23 6.0,• machine23 12
• date103 item2040 8000 0 28,"• machine28 5.92
• machine29 4.33
• machine23 2.92
• machine08 3.56","• machine08 11
• machine23 5
• machine28 5
• machine29 7"
• date103 item2207 6498 0 1,• machine28 3.08,• machine28 1
• date103 item2311 179208 1 79,"• machine06 18.0
• machine20 20.0
• machine04 41.0","• machine04 3
• machine06 58
• machine20 17"
• date103 item2599 81204 0 17,• machine32 8.75,• machine32 17
• date103 item2642 179208 0 17,"• machine19 25.0
• machine20 10.0","• machine19 15
• machine20 2"
• date103 item2691 8493 1 2,• machine28 4.5,• machine28 2
• date103 item2808 179208 0 25,• machine16 50.0,• machine16 25
• date103 item2846 6498 0 1,• machine23 1.0,• machine23 1
• date103 item2863 18691 0 10,• machine21 5.0,• machine21 10
• date103 item2917 23148 0 64,"• machine33 4.59
• machine21 3.61
• machine32 4.4
• machine29 4.5
• machine08 4.83
• machine14 4.0
• machine28 4.0
• machine09 5.0","• machine08 14
• machine09 2
• machine14 4
• machine21 4
• machine28 11
• machine29 7
• machine32 11
• machine33 11"
• date103 item2940 6498 0 3,"• machine10 2.33
• machine21 1.17","• machine10 2
• machine21 1"
• date103 item3095 40311 1 9,"• machine28 9.92
• machine21 9.25
• machine29 8.92
• machine23 9.5
• machine10 9.42","• machine10 1
• machine23 2
• machine28 2
• machine29 3"
• date103 item3258 8493 0 14,"• machine08 3.67
• machine10 4.83","• machine08 2
• machine10 12"
• date103 item3461 7149 0 1,• machine32 3.75,• machine32 1
• date103 item3588 179208 0 45,• machine05 45.75,• machine05 2
• date103 item3713 104092 0 70,"• machine01 17.28
• machine06 124.5
• machine19 89.0
• machine16 104.5
• machine17 17.0","• machine01 11
• machine06 8
• machine16 29
• machine17 16
• machine19 6"
• date103 item4102 27256 0 10,"• machine30 1.0
• machine31 3.25
• machine09 1.17","• machine09 4
• machine30 2
• machine31 3"
• date103 item4108 15015 0 48,"• machine23 7.62
• machine28 5.72
• machine10 5.84
• machine29 7.53","• machine10 2
• machine23 16
• machine28 27
• machine29 3"
• date103 item4181 73747 1 32,"• machine04 6.17
• machine28 5.25
• machine10 5.0","• machine10 23
• machine28 8"
• date103 item4475 179208 1 40,• machine05 20.22,• machine05 4
• date103 item4601 6332 0 24,"• machine28 2.5
• machine29 3.59
• machine33 4.42
• machine08 3.63","• machine08 8
• machine28 2
• machine29 3
• machine33 11"
• date103 item4702 105576 0 11,"• machine05 19.94
• machine01 5.13
• machine06 7.0
• machine33 12.2
• machine32 15.58
• machine20 13.43
• machine19 23.09
• machine03 4.92
• machine16 5.0","• machine03 1
• machine05 1
• machine06 2
• machine16 2
• machine19 2
• machine20 1
• machine32 1"
• date103 item4705 179208 0 260,"• machine19 41.76
• machine16 44.66
• machine06 45.0","• machine06 129
• machine16 101
• machine19 29"
• date103 item4823 11455 1 6,"• machine21 7.38
• machine32 2.69
• machine09 7.19
• machine23 8.14
• machine08 4.78
• machine14 4.32
• machine22 9.84
• machine10 5.33
• machine28 5.43
• machine29 13.15","• machine08 1
• machine09 1
• machine21 1
• machine23 1
• machine29 1"
• date103 item4932 179208 0 51,"• machine05 22.52
• machine20 10.5
• machine04 19.27","• machine04 1
• machine05 2
• machine20 3"
• date103 item5050 6498 0 1,"• machine28 1.0
• machine23 1.73",• machine28 1
• date103 item5104 109155 0 12,"• machine20 21.94
• machine01 15.5
• machine33 13.9
• machine06 4.52
• machine19 10.71
• machine05 14.12
• machine32 4.61","• machine01 2
• machine05 3
• machine06 2
• machine19 3
• machine32 1
• machine33 1"
• date103 item5105 10156 0 60,"• machine22 3.09
• machine08 3.25
• machine28 3.0
• machine30 3.34
• machine35 4.0
• machine14 3.42
• machine21 4.0
• machine09 4.33
• machine10 3.17","• machine08 9
• machine09 6
• machine10 9
• machine14 6
• machine21 8
• machine22 3
• machine28 7
• machine30 5
• machine35 9"
• date103 item5133 52115 0 3,• machine09 6.67,• machine09 3
• date103 item5231 179208 0 104,"• machine05 24.54
• machine20 28.0","• machine05 6
• machine20 5"
• date103 item5307 6332 0 18,"• machine08 6.27
• machine28 1.1
• machine21 1.82
• machine34 1.83","• machine08 6
• machine21 4
• machine28 7
• machine34 1"
• date103 item5431 179208 1 4,• machine34 9.95,• machine34 4
• date103 item5449 77242 0 3,• machine32 7.35,• machine32 3
• date103 item5534 6498 0 5,"• machine28 3.3
• machine29 2.4","• machine28 3
• machine29 2"
• date103 item5626 6498 0 1,• machine23 3.1,• machine23 1
• date103 item5700 52115 0 2,• machine29 5.67,• machine29 2
• date103 item5773 103554 0 18,"• machine33 9.61
• machine32 9.5","• machine32 8
• machine33 10"
• date103 item5787 13140 0 2,• machine10 5.4,• machine10 2
• date103 item5804 38087 0 152,"• machine05 7.0
• machine21 8.37
• machine08 7.23
• machine10 7.87
• machine30 9.0
• machine14 8.94
• machine09 7.72
• machine04 7.09
• machine31 8.87
• machine35 8.72","• machine04 22
• machine05 8
• machine08 23
• machine09 3
• machine10 27
• machine14 6
• machine21 9
• machine30 22
• machine31 7
• machine35 25"
• date103 item5860 8416 0 30,"• machine21 4.67
• machine23 5.47
• machine03 1.0
• machine31 5.6","• machine03 8
• machine21 2
• machine23 10
• machine31 10"
• date103 item6014 27256 0 10,"• machine35 2.02
• machine21 2.67
• machine14 1.47","• machine14 2
• machine21 1
• machine35 7"
• date103 item6093 81204 0 16,"• machine32 5.62
• machine04 11.0","• machine04 9
• machine32 7"
• date103 item6187 52115 1 5,"• machine22 4.95
• machine30 6.87","• machine22 3
• machine30 2"
• date103 item6541 6498 1 3,"• machine15 1.97
• machine23 2.0","• machine15 1
• machine23 2"
• date103 item827 104092 0 132,"• machine08 2.33
• machine23 13.67
• machine21 14.57
• machine14 9.82
• machine29 15.02
• machine28 13.67","• machine08 32
• machine14 26
• machine21 23
• machine23 15
• machine28 12
• machine29 23"
• date103 item964 15218 0 6,"• machine08 5.83
• machine33 6.44
• machine09 3.67
• machine32 6.55
• machine21 6.88
• machine14 7.02","• machine08 1
• machine09 1
• machine14 1
• machine21 1
• machine32 2
• machine33 1"
• date104 item1041 103554 0 9,"• machine32 8.4
• machine33 9.98","• machine32 5
• machine33 4"
• date104 item1260 20470 0 2,"• machine10 3.67
• machine09 2.86
• machine28 3.0
• machine14 2.77
• machine21 1.65
• machine22 1.65
• machine08 3.16
• machine29 1.35",
• date104 item1345 6498 0 2,• machine31 1.2,• machine31 2
• date104 item1408 106952 0 30,"• machine19 31.0
• machine06 32.0
• machine32 27.0
• machine05 30.42","• machine05 3
• machine06 1
• machine32 2"
• date104 item1492 17612 0 5,"• machine30 5.28
• machine23 4.0
• machine29 4.39
• machine09 9.83
• machine08 3.5","• machine08 1
• machine09 1
• machine23 1
• machine29 2
• machine30 1"
• date104 item1643 18691 0 5,• machine23 5.0,• machine23 5
• date104 item1674 8493 0 2,• machine08 4.41,• machine08 2
• date104 item2300 6498 0 3,• machine10 3.5,• machine10 3
• date104 item2339 12881 0 16,"• machine14 5.67
• machine21 3.67","• machine14 11
• machine21 5"
• date104 item2351 13140 0 10,"• machine08 4.43
• machine33 6.0","• machine08 7
• machine33 3"
• date104 item2436 77242 0 3,• machine32 7.0,• machine32 3
• date104 item2451 103554 0 18,• machine10 9.0,• machine10 18
• date104 item2517 179208 0 28,• machine04 14.0,• machine04 28
• date104 item2536 6498 1 1,"• machine23 2.0
• machine21 1.48",• machine21 1
• date104 item2551 6498 0 8,"• machine14 3.67
• machine21 1.67","• machine14 6
• machine21 2"
• date104 item2598 179208 0 146,"• machine01 8.0
• machine06 65.0","• machine01 5
• machine06 9"
• date104 item2673 6498 0 4,"• machine10 3.79
• machine28 1.29","• machine10 2
• machine28 2"
• date104 item2734 86821 1 15,• machine08 7.83,• machine08 15
• date104 item281 179208 0 11,"• machine23 20.0
• machine21 13.67
• machine28 1.0",
• date104 item318 27256 0 1,"• machine21 1.5
• machine10 2.0
• machine24 2.33",
• date104 item3296 6498 0 3,• machine08 3.32,• machine08 3
• date104 item3364 52115 0 5,• machine09 5.5,• machine09 5
• date104 item3380 179208 0 60,• machine05 30.18,• machine05 60
• date104 item3465 13583 0 4,"• machine10 4.5
• machine28 4.32
• machine21 3.08
• machine08 4.04
• machine09 7.83","• machine08 1
• machine09 1
• machine10 1
• machine21 1
• machine28 1"
• date104 item3531 6516 1 17,"• machine22 5.0
• machine30 3.5
• machine21 3.04
• machine23 3.17
• machine09 3.5","• machine09 3
• machine21 2
• machine22 3
• machine23 4
• machine30 4"
• date104 item3895 73747 0 5,"• machine28 6.05
• machine29 6.37
• machine09 5.32","• machine09 2
• machine28 1
• machine29 2"
• date104 item3912 52115 0 5,• machine09 5.58,• machine09 5
• date104 item4025 179208 1 46,"• machine32 15.0
• machine30 8.92",• machine30 46
• date104 item4027 7149 1 14,"• machine21 3.61
• machine08 4.19","• machine08 2
• machine21 12"
• date104 item4097 104092 1 20,"• machine01 20.0
• machine05 22.0
• machine20 18.0
• machine06 17.0
• machine17 27.0
• machine16 17.0","• machine01 5
• machine05 3
• machine06 4
• machine16 5
• machine20 4"
• date104 item4409 95463 0 198,"• machine03 6.73
• machine17 35.0
• machine16 32.38
• machine01 19.01
• machine20 34.31
• machine33 4.5
• machine19 5.0
• machine05 31.33
• machine32 27.82
• machine06 5.03","• machine01 8
• machine03 9
• machine06 6
• machine16 5
• machine17 6
• machine19 8
• machine20 12
• machine32 5
• machine33 8"
• date104 item4423 6498 0 1,• machine22 2.03,• machine22 1
• date104 item4442 179208 0 34,"• machine21 14.0
• machine23 10.67
• machine28 10.0","• machine21 11
• machine23 2
• machine28 20"
• date104 item4651 6516 1 32,"• machine31 2.7
• machine10 3.05
• machine28 3.1
• machine29 2.5
• machine22 4.87
• machine23 2.58","• machine10 7
• machine22 8
• machine23 6
• machine28 2
• machine29 7
• machine31 2"
• date104 item4760 42245 0 8,"• machine32 5.49
• machine20 11.37
• machine01 5.88
• machine33 6.9
• machine21 7.85
• machine17 12.0
• machine18 11.82
• machine19 10.0
• machine03 6.5
• machine05 11.64","• machine01 1
• machine03 1
• machine17 1
• machine18 1
• machine19 2
• machine32 1
• machine33 1"
