중산도면,단가,수량,영업납기,선급
57414,179208,23,2021-01-20,0
57414,179208,46,2021-04-19,1
57416,81204,8,2021-03-21,0
57416,81204,17,2021-01-27,0
57416,81204,34,2021-12-15,0
57418,179208,53,2021-07-31,0
57418,179208,105,2021-06-21,0
57418,179208,210,2021-04-25,0
57422,179208,28,2021-03-28,0
57422,179208,84,2021-04-16,0
57422,179208,168,2021-08-31,0
57431,13140,2,2021-03-12,0
57431,13140,5,2021-08-21,1
57431,13140,10,2021-04-29,0
57432,179208,21,2021-05-14,1
57432,179208,42,2021-09-11,0
57432,179208,84,2021-03-27,0
57433,179208,22,2021-10-09,0
57433,179208,45,2021-08-10,1
57433,179208,90,2021-12-24,1
57462,6498,1,2021-02-15,1
57462,6498,3,2021-10-12,1
57462,6498,6,2021-08-21,0
57467,6332,3,2021-03-17,0
57467,6332,11,2021-12-29,0
57467,6332,22,2021-09-28,1
57468,6498,1,2021-02-20,0
57468,6498,1,2021-01-04,0
57468,6498,2,2021-12-16,0
57471,179208,10,2021-07-04,0
57471,179208,21,2021-05-30,0
57471,179208,42,2021-07-22,0
57475,6498,1,2021-10-27,1
57475,6498,2,2021-01-13,1
57475,6498,5,2021-05-01,1
57477,6498,1,2021-06-17,0
57477,6498,1,2021-04-05,0
57477,6498,3,2021-08-08,0
57478,6498,1,2021-11-27,0
57478,6498,1,2021-02-26,1
57478,6498,2,2021-02-17,0
57481,104092,12,2021-08-02,0
57481,104092,58,2021-04-22,1
57481,104092,116,2021-05-29,1
57487,33640,4,2021-09-28,0
57487,33640,13,2021-03-16,0
57487,33640,26,2021-01-09,1
57489,6498,1,2021-09-19,0
57489,6498,3,2021-10-03,0
57489,6498,6,2021-01-26,0
57490,18691,5,2021-03-30,0
57490,18691,9,2021-08-19,0
57490,18691,18,2021-02-07,0
57491,6498,2,2021-07-24,0
57491,6498,5,2021-02-07,0
57491,6498,10,2021-10-11,0
57492,6498,2,2021-12-23,0
57492,6498,5,2021-12-26,0
57492,6498,10,2021-06-14,0
57496,6498,1,2021-06-27,1
57496,6498,1,2021-02-18,0
57496,6498,2,2021-10-28,0
57497,6498,1,2021-02-12,0
57497,6498,1,2021-03-01,0
57497,6498,2,2021-02-05,0
57503,106952,16,2021-02-23,0
57503,106952,63,2021-06-17,0
57503,106952,126,2021-10-28,0
57504,102669,8,2021-02-04,0
57504,102669,25,2021-01-08,1
57504,102669,50,2021-02-26,1
57505,50351,7,2021-04-06,1
57505,50351,30,2021-05-14,0
57505,50351,60,2021-01-21,0
57507,27256,3,2021-12-26,0
57507,27256,10,2021-10-21,0
57507,27256,20,2021-12-06,0
57508,6332,2,2021-04-08,0
57508,6332,7,2021-06-29,0
57508,6332,14,2021-09-06,0
57509,27256,2,2021-02-18,0
57509,27256,5,2021-10-22,0
57509,27256,10,2021-02-22,0
57510,27256,2,2021-03-27,0
57510,27256,7,2021-03-15,0
57510,27256,14,2021-10-20,0
57513,179208,5,2021-01-15,0
57513,179208,11,2021-01-16,0
57513,179208,23,2021-06-01,0
57518,6516,2,2021-10-01,0
57518,6516,13,2021-03-16,0
57518,6516,26,2021-11-03,0
57520,179208,50,2021-12-27,0
57520,179208,150,2021-07-17,0
57520,179208,300,2021-05-10,0
57539,103554,4,2021-04-19,0
57539,103554,9,2021-06-08,0
57539,103554,18,2021-10-16,1
57540,77242,3,2021-07-04,0
57540,77242,7,2021-07-07,0
57540,77242,15,2021-01-04,0
57550,179208,13,2021-09-21,0
57550,179208,27,2021-06-30,0
57550,179208,54,2021-12-15,1
57552,109155,52,2021-02-18,0
57552,109155,367,2021-05-05,0
57552,109155,734,2021-09-21,1
57561,101291,4,2021-11-06,0
57561,101291,9,2021-05-27,0
57561,101291,19,2021-10-07,0
57563,6498,1,2021-11-20,0
57563,6498,1,2021-04-22,1
57563,6498,3,2021-12-06,0
57565,27256,2,2021-04-25,0
57565,27256,7,2021-03-18,0
57565,27256,14,2021-08-25,0
57572,6332,2,2021-08-23,0
57572,6332,8,2021-12-13,0
57572,6332,16,2021-07-18,0
57573,6332,1,2021-10-03,1
57573,6332,6,2021-06-20,1
57573,6332,12,2021-10-21,0
57574,14901,5,2021-03-17,0
57574,14901,32,2021-10-28,0
57574,14901,64,2021-09-21,0
57575,17612,5,2021-01-05,0
57575,17612,25,2021-10-29,0
57575,17612,50,2021-02-10,0
57576,106952,10,2021-04-23,0
57576,106952,42,2021-08-19,0
57576,106952,84,2021-02-03,0
57579,179208,17,2021-02-26,0
57579,179208,35,2021-04-02,0
57579,179208,70,2021-03-24,0
57582,35875,6,2021-05-19,0
57582,35875,47,2021-11-06,0
57582,35875,94,2021-01-01,0
57584,6516,2,2021-09-02,0
57584,6516,12,2021-05-17,0
57584,6516,24,2021-08-12,0
57585,6498,3,2021-01-17,0
57585,6498,6,2021-03-11,0
57585,6498,12,2021-05-11,0
57587,73747,6,2021-06-01,1
57587,73747,19,2021-07-28,0
57587,73747,38,2021-12-14,1
57588,109155,10,2021-11-23,0
57588,109155,67,2021-12-09,0
57588,109155,134,2021-04-30,1
57593,77242,3,2021-05-02,0
57593,77242,6,2021-11-03,1
57593,77242,13,2021-03-26,0
57595,52115,3,2021-05-04,0
57595,52115,6,2021-01-22,0
57595,52115,13,2021-01-29,1
57599,15483,4,2021-06-12,0
57599,15483,31,2021-03-19,0
57599,15483,62,2021-07-09,0
57606,98424,11,2021-02-16,0
57606,98424,126,2021-10-29,0
57606,98424,252,2021-06-02,0
57607,27256,3,2021-08-13,0
57607,27256,9,2021-01-11,0
57607,27256,18,2021-12-10,0
57608,27256,2,2021-04-17,0
57608,27256,7,2021-09-16,0
57608,27256,14,2021-01-01,0
57609,77242,3,2021-05-21,0
57609,77242,7,2021-01-09,0
57609,77242,14,2021-03-27,0
57613,13140,5,2021-07-15,1
57613,13140,10,2021-03-10,0
57613,13140,20,2021-11-03,1
57615,6332,2,2021-01-27,0
57615,6332,8,2021-12-25,1
57615,6332,16,2021-12-08,0
57616,27256,2,2021-12-28,0
57616,27256,7,2021-01-05,0
57616,27256,14,2021-05-21,0
57617,6516,1,2021-03-02,0
57617,6516,9,2021-11-20,0
57617,6516,18,2021-09-07,0
57618,8493,4,2021-03-09,0
57618,8493,8,2021-10-29,1
57618,8493,16,2021-06-12,0
57619,9195,4,2021-01-29,0
57619,9195,23,2021-10-09,1
57619,9195,46,2021-08-06,0
57621,6516,2,2021-09-21,1
57621,6516,10,2021-02-11,0
57621,6516,20,2021-09-09,1
57622,179208,23,2021-10-13,0
57622,179208,46,2021-06-03,0
57622,179208,92,2021-03-31,0
57623,179208,17,2021-06-04,0
57623,179208,34,2021-06-07,0
57623,179208,68,2021-03-17,0
57625,179208,26,2021-09-08,0
57625,179208,53,2021-06-01,1
57625,179208,106,2021-09-13,0
57626,81204,4,2021-09-07,1
57626,81204,8,2021-06-26,0
57626,81204,17,2021-09-24,0
57627,77242,3,2021-11-21,0
57627,77242,7,2021-10-20,0
57627,77242,14,2021-01-06,1
57628,109083,7,2021-07-04,1
57628,109083,23,2021-07-24,0
57628,109083,46,2021-01-01,0
57634,40323,5,2021-01-17,0
57634,40323,14,2021-03-19,0
57634,40323,28,2021-12-22,0
57637,104092,28,2021-03-28,0
57637,104092,141,2021-03-07,0
57637,104092,282,2021-02-18,0
57639,104092,37,2021-01-23,0
57639,104092,184,2021-02-03,0
57639,104092,368,2021-10-04,0
57645,14481,6,2021-08-04,0
57645,14481,56,2021-04-25,0
57645,14481,112,2021-12-18,0
57646,11455,6,2021-04-13,1
57646,11455,64,2021-09-16,0
57646,11455,128,2021-07-05,0
57647,46140,8,2021-02-13,0
57647,46140,56,2021-09-20,0
57647,46140,112,2021-06-13,1
57648,109155,12,2021-03-08,1
57648,109155,87,2021-05-02,0
57648,109155,174,2021-03-06,1
57654,109155,54,2021-01-10,0
57654,109155,376,2021-01-16,0
57654,109155,752,2021-10-16,1
57655,179208,7,2021-04-01,0
57655,179208,14,2021-05-13,0
57655,179208,28,2021-07-19,0
57660,179208,9,2021-01-28,1
57660,179208,19,2021-07-01,1
57660,179208,39,2021-03-26,1
57661,77242,7,2021-04-16,0
57661,77242,14,2021-01-20,0
57661,77242,28,2021-08-27,0
57665,179208,14,2021-05-05,0
57665,179208,28,2021-06-29,1
57665,179208,57,2021-01-04,0
57667,6498,3,2021-12-07,0
57667,6498,5,2021-03-26,0
57667,6498,10,2021-11-22,0
57674,104092,26,2021-04-06,0
57674,104092,130,2021-07-28,0
57674,104092,260,2021-11-21,0
57684,52115,2,2021-07-17,0
57684,52115,5,2021-05-23,0
57684,52115,11,2021-08-27,0
57687,179208,16,2021-02-23,0
57687,179208,33,2021-03-21,0
57687,179208,67,2021-08-22,0
57691,6498,2,2021-01-09,0
57691,6498,4,2021-02-11,1
57691,6498,8,2021-08-15,0
57693,13232,4,2021-05-14,1
57693,13232,19,2021-12-11,0
57693,13232,38,2021-03-05,0
57694,179208,16,2021-11-09,0
57694,179208,48,2021-05-13,1
57694,179208,96,2021-04-16,0
57696,179208,10,2021-07-03,0
57696,179208,21,2021-08-10,0
57696,179208,42,2021-12-11,0
57698,6498,1,2021-06-21,0
57698,6498,1,2021-10-29,1
57698,6498,3,2021-08-30,0
57699,6498,1,2021-01-17,0
57699,6498,1,2021-09-19,1
57699,6498,2,2021-10-29,0
57702,104092,24,2021-08-03,1
57702,104092,122,2021-02-09,0
57702,104092,244,2021-06-02,0
57703,6516,3,2021-03-26,1
57703,6516,16,2021-01-15,0
57703,6516,32,2021-11-06,0
57704,179208,61,2021-09-12,0
57704,179208,183,2021-08-05,0
57704,179208,366,2021-05-05,0
57706,6516,2,2021-04-07,0
57706,6516,13,2021-02-15,0
57706,6516,26,2021-02-20,0
57707,7149,3,2021-07-24,0
57707,7149,6,2021-03-11,1
57707,7149,12,2021-12-05,1
57709,106952,90,2021-09-24,0
57709,106952,358,2021-04-22,0
57709,106952,716,2021-05-10,0
57710,145749,22,2021-04-15,0
57710,145749,182,2021-06-25,0
57710,145749,364,2021-10-07,1
57711,179208,12,2021-01-14,1
57711,179208,25,2021-06-10,1
57711,179208,50,2021-12-12,0
57712,105576,32,2021-05-25,1
57712,105576,290,2021-09-23,0
57712,105576,580,2021-03-20,0
57713,98424,12,2021-08-30,0
57713,98424,133,2021-07-01,0
57713,98424,266,2021-05-04,0
57715,109155,9,2021-03-08,0
57715,109155,68,2021-08-15,0
57715,109155,136,2021-01-15,0
57716,41077,8,2021-05-14,0
57716,41077,50,2021-05-05,0
57716,41077,100,2021-01-06,0
57717,22344,5,2021-05-17,0
57717,22344,28,2021-08-01,0
57717,22344,56,2021-09-23,0
57718,105576,28,2021-01-20,0
57718,105576,252,2021-08-03,0
57718,105576,504,2021-07-22,1
57719,15015,5,2021-07-22,0
57719,15015,22,2021-01-30,0
57719,15015,44,2021-05-18,0
57720,8416,3,2021-08-04,0
57720,8416,21,2021-02-05,1
57720,8416,42,2021-07-19,1
57721,6516,3,2021-10-29,0
57721,6516,16,2021-04-01,0
57721,6516,32,2021-01-02,0
57722,104092,13,2021-02-26,0
57722,104092,65,2021-12-25,0
57722,104092,130,2021-02-22,1
57723,77242,7,2021-10-01,1
57723,77242,14,2021-07-06,0
57723,77242,28,2021-08-27,0
57724,22344,5,2021-03-29,1
57724,22344,23,2021-01-18,0
57724,22344,46,2021-01-30,1
57725,69825,9,2021-09-02,0
57725,69825,74,2021-07-07,0
57725,69825,148,2021-01-25,0
57730,6332,3,2021-02-05,0
57730,6332,13,2021-12-25,1
57730,6332,26,2021-10-12,0
57732,86821,3,2021-07-29,0
57732,86821,7,2021-12-20,1
57732,86821,15,2021-04-19,0
57733,104092,12,2021-07-13,0
57733,104092,72,2021-12-19,1
57733,104092,144,2021-06-15,0
57739,6498,2,2021-08-28,0
57739,6498,4,2021-04-21,1
57739,6498,8,2021-08-16,0
57740,6498,3,2021-06-04,0
57740,6498,6,2021-11-22,0
57740,6498,12,2021-12-25,0
57741,15015,5,2021-12-08,0
57741,15015,22,2021-06-12,1
57741,15015,44,2021-05-08,0
57744,20470,2,2021-08-30,0
57744,20470,20,2021-07-10,0
57744,20470,40,2021-02-05,0
57746,179208,64,2021-08-06,0
57746,179208,129,2021-03-01,0
57746,179208,258,2021-10-05,0
57747,179208,67,2021-10-26,0
57747,179208,135,2021-01-10,1
57747,179208,270,2021-12-30,1
57750,179208,48,2021-08-04,0
57750,179208,97,2021-02-17,0
57750,179208,194,2021-05-26,0
57751,6498,2,2021-06-03,0
57751,6498,4,2021-07-31,0
57751,6498,8,2021-10-18,0
57752,179208,18,2021-03-19,0
57752,179208,36,2021-12-31,0
57752,179208,72,2021-05-02,0
57756,179208,23,2021-07-20,0
57756,179208,70,2021-02-02,0
57756,179208,140,2021-09-06,0
57759,179208,11,2021-02-15,0
57759,179208,23,2021-02-25,0
57759,179208,47,2021-09-17,0
57762,179208,35,2021-04-12,1
57762,179208,71,2021-02-21,0
57762,179208,142,2021-11-15,1
57766,6516,2,2021-12-16,0
57766,6516,10,2021-08-30,0
57766,6516,20,2021-05-15,0
57767,39310,7,2021-04-25,0
57767,39310,40,2021-08-30,0
57767,39310,80,2021-03-21,0
57771,104092,38,2021-07-19,1
57771,104092,193,2021-06-20,0
57771,104092,386,2021-12-16,0
57773,179208,20,2021-08-03,0
57773,179208,39,2021-04-23,1
57773,179208,78,2021-02-27,1
57774,179208,19,2021-01-12,0
57774,179208,38,2021-08-20,0
57774,179208,76,2021-10-31,0
57775,179208,8,2021-09-24,1
57775,179208,17,2021-11-30,0
57775,179208,34,2021-05-24,1
57776,17612,5,2021-12-17,0
57776,17612,25,2021-08-18,0
57776,17612,50,2021-08-15,0
57779,6498,1,2021-11-30,0
57779,6498,1,2021-06-16,0
57779,6498,3,2021-04-18,0
57783,8065,2,2021-03-20,1
57783,8065,4,2021-01-29,0
57783,8065,8,2021-11-11,0
57791,42245,8,2021-04-14,0
57791,42245,84,2021-02-17,0
57791,42245,168,2021-01-21,0
57792,104092,22,2021-03-27,0
57792,104092,108,2021-05-22,1
57792,104092,216,2021-12-12,1
57794,179208,16,2021-06-17,0
57794,179208,32,2021-05-15,0
57794,179208,64,2021-01-15,1
57795,179208,18,2021-02-03,0
57795,179208,54,2021-08-26,1
57795,179208,108,2021-01-08,1
57796,52115,2,2021-05-22,0
57796,52115,5,2021-09-19,0
57796,52115,10,2021-09-28,0
57797,6498,1,2021-11-14,0
57797,6498,3,2021-11-08,0
57797,6498,6,2021-05-22,0
57799,52115,2,2021-02-05,0
57799,52115,5,2021-02-18,0
57799,52115,11,2021-02-21,1
57801,40311,9,2021-10-31,1
57801,40311,53,2021-03-02,0
57801,40311,106,2021-08-29,0
57803,98424,10,2021-01-06,1
57803,98424,104,2021-06-14,0
57803,98424,208,2021-09-25,0
57805,8065,4,2021-09-05,0
57805,8065,7,2021-01-02,0
57805,8065,14,2021-07-07,0
57822,104092,11,2021-12-28,0
57822,104092,54,2021-04-02,0
57822,104092,108,2021-08-06,0
57823,6498,1,2021-09-09,0
57823,6498,2,2021-09-28,0
57823,6498,5,2021-02-17,0
57824,15015,6,2021-09-21,0
57824,15015,25,2021-03-19,1
57824,15015,50,2021-07-07,0
57825,6498,1,2021-04-24,1
57825,6498,2,2021-12-22,0
57825,6498,5,2021-01-21,0
57829,179208,18,2021-02-20,0
57829,179208,36,2021-05-06,0
57829,179208,73,2021-08-16,1
57835,104092,10,2021-09-15,0
57835,104092,49,2021-06-21,0
57835,104092,98,2021-12-26,0
57839,41048,8,2021-11-26,1
57839,41048,92,2021-03-06,1
57839,41048,184,2021-03-18,0
57847,6498,1,2021-07-15,1
57847,6498,2,2021-08-14,0
57847,6498,4,2021-11-21,0
57850,113012,9,2021-11-28,0
57850,113012,26,2021-04-18,1
57850,113012,52,2021-01-13,0
57851,81204,8,2021-01-31,0
57851,81204,16,2021-10-01,0
57851,81204,32,2021-05-21,0
57852,8065,2,2021-05-04,0
57852,8065,4,2021-09-14,0
57852,8065,8,2021-10-09,0
57856,106952,12,2021-12-22,0
57856,106952,48,2021-02-11,0
57856,106952,96,2021-11-22,0
57857,179208,22,2021-11-27,0
57857,179208,45,2021-03-23,0
57857,179208,90,2021-07-23,1
57867,52115,3,2021-07-21,0
57867,52115,6,2021-10-27,0
57867,52115,13,2021-07-14,0
57874,113012,9,2021-08-10,0
57874,113012,26,2021-03-10,0
57874,113012,52,2021-07-20,0
57875,31016,7,2021-06-11,0
57875,31016,98,2021-09-04,0
57875,31016,196,2021-12-02,0
57877,179208,29,2021-01-19,0
57877,179208,59,2021-02-06,0
57877,179208,119,2021-05-24,1
57878,52115,5,2021-09-23,1
57878,52115,11,2021-12-07,0
57878,52115,22,2021-12-06,0
57879,179208,13,2021-10-26,0
57879,179208,26,2021-12-02,1
57879,179208,52,2021-08-13,1
57881,6498,1,2021-11-10,0
57881,6498,3,2021-08-19,0
57881,6498,6,2021-01-22,0
57882,6498,2,2021-03-02,0
57882,6498,5,2021-01-05,0
57882,6498,10,2021-03-16,0
57883,179208,7,2021-09-15,0
57883,179208,14,2021-11-03,0
57883,179208,28,2021-05-31,0
57884,179208,16,2021-03-13,0
57884,179208,33,2021-05-31,0
57884,179208,66,2021-01-21,0
57893,6332,3,2021-06-28,0
57893,6332,11,2021-02-28,1
57893,6332,22,2021-05-16,0
57894,106952,12,2021-08-24,0
57894,106952,48,2021-05-12,0
57894,106952,96,2021-09-12,0
57896,6498,1,2021-12-17,0
57896,6498,1,2021-06-16,1
57896,6498,3,2021-04-08,0
57904,179208,12,2021-10-24,1
57904,179208,25,2021-04-26,1
57904,179208,50,2021-05-04,1
57905,179208,20,2021-03-02,1
57905,179208,60,2021-11-04,0
57905,179208,120,2021-06-07,1
57906,40323,5,2021-05-07,1
57906,40323,14,2021-10-07,1
57906,40323,28,2021-12-09,0
57907,179208,10,2021-02-07,0
57907,179208,20,2021-03-08,0
57907,179208,40,2021-08-24,1
57914,179208,8,2021-11-03,0
57914,179208,17,2021-09-25,0
57914,179208,35,2021-10-21,0
57917,81204,4,2021-09-29,0
57917,81204,8,2021-03-19,0
57917,81204,17,2021-11-10,0
57921,106952,24,2021-10-25,1
57921,106952,98,2021-05-17,0
57921,106952,196,2021-09-18,0
57922,27256,1,2021-08-23,0
57922,27256,4,2021-05-09,1
57922,27256,8,2021-12-11,0
57923,27256,3,2021-02-10,1
57923,27256,9,2021-08-08,1
57923,27256,18,2021-04-19,0
57924,27256,2,2021-10-02,0
57924,27256,5,2021-04-25,0
57924,27256,10,2021-02-10,0
57925,179208,18,2021-02-10,0
57925,179208,55,2021-08-01,1
57925,179208,110,2021-10-20,1
57926,179208,71,2021-04-02,0
57926,179208,141,2021-10-19,0
57926,179208,282,2021-10-07,0
57931,179208,11,2021-09-24,1
57931,179208,23,2021-10-18,0
57931,179208,46,2021-09-30,0
57932,179208,10,2021-04-15,0
57932,179208,29,2021-06-27,1
57932,179208,58,2021-12-28,0
57934,106952,10,2021-07-19,0
57934,106952,39,2021-06-18,0
57934,106952,78,2021-05-03,0
57944,179208,7,2021-07-07,1
57944,179208,14,2021-10-13,0
57944,179208,28,2021-08-02,0
57948,8600,3,2021-06-18,1
57948,8600,16,2021-09-05,0
57948,8600,32,2021-10-27,1
57961,179208,14,2021-03-22,0
57961,179208,28,2021-02-12,0
57961,179208,56,2021-08-25,0
57966,103554,4,2021-03-22,0
57966,103554,9,2021-01-18,0
57966,103554,18,2021-07-14,0
57967,179208,43,2021-07-28,1
57967,179208,130,2021-01-15,0
57967,179208,260,2021-04-13,0
57973,109083,7,2021-06-16,0
57973,109083,22,2021-11-23,0
57973,109083,44,2021-08-07,0
57974,81204,4,2021-03-22,0
57974,81204,8,2021-06-21,0
57974,81204,16,2021-12-24,0
57975,105576,11,2021-04-13,0
57975,105576,103,2021-07-03,1
57975,105576,206,2021-09-19,0
57978,6498,2,2021-09-10,0
57978,6498,4,2021-11-25,0
57978,6498,8,2021-06-13,0
57979,27256,2,2021-12-02,0
57979,27256,5,2021-11-27,0
57979,27256,10,2021-04-28,0
58038,8493,2,2021-10-24,0
58038,8493,4,2021-02-01,0
58038,8493,8,2021-11-22,0
58039,23740,5,2021-02-20,0
58039,23740,35,2021-09-17,0
58039,23740,70,2021-02-19,0
58040,14619,4,2021-01-29,1
58040,14619,48,2021-05-28,0
58040,14619,96,2021-09-18,0
58044,106952,10,2021-12-11,0
58044,106952,43,2021-12-05,0
58044,106952,86,2021-11-04,1
58045,246800,3,2021-09-30,0
58045,246800,7,2021-09-05,0
58045,246800,15,2021-07-17,0
58054,179208,14,2021-11-11,0
58054,179208,42,2021-08-28,0
58054,179208,84,2021-02-19,0
58060,179208,12,2021-08-27,0
58060,179208,25,2021-05-23,0
58060,179208,50,2021-10-27,0
58061,81204,8,2021-06-15,1
58061,81204,16,2021-10-15,0
58061,81204,32,2021-04-08,0
58068,6498,1,2021-12-25,0
58068,6498,3,2021-05-11,1
58068,6498,6,2021-09-03,0
58069,179208,33,2021-05-21,0
58069,179208,66,2021-02-18,1
58069,179208,132,2021-01-10,0
58070,179208,20,2021-12-01,1
58070,179208,40,2021-05-11,0
58070,179208,80,2021-01-29,0
58071,179208,6,2021-01-25,0
58071,179208,12,2021-08-27,0
58071,179208,24,2021-04-29,0
58076,27256,2,2021-04-28,0
58076,27256,5,2021-04-26,0
58076,27256,10,2021-05-04,0
58086,179208,17,2021-06-10,0
58086,179208,35,2021-02-19,0
58086,179208,70,2021-02-02,1
58087,179208,16,2021-10-27,0
58087,179208,32,2021-11-27,0
58087,179208,64,2021-05-27,1
58088,179208,22,2021-02-07,1
58088,179208,68,2021-08-03,0
58088,179208,136,2021-08-04,1
58089,179208,26,2021-06-29,1
58089,179208,80,2021-03-26,0
58089,179208,160,2021-01-31,0
58090,6498,3,2021-01-25,0
58090,6498,6,2021-09-20,0
58090,6498,12,2021-08-06,0
58091,103554,4,2021-10-28,0
58091,103554,9,2021-03-09,0
58091,103554,19,2021-09-04,0
58094,106952,14,2021-10-06,0
58094,106952,55,2021-02-09,0
58094,106952,110,2021-10-28,0
58095,6498,2,2021-08-28,0
58095,6498,3,2021-03-15,0
58095,6498,6,2021-12-05,0
58098,179208,13,2021-12-24,0
58098,179208,26,2021-08-22,1
58098,179208,53,2021-06-06,0
58099,179208,12,2021-03-27,1
58099,179208,25,2021-08-28,0
58099,179208,50,2021-06-30,0
58100,179208,38,2021-05-16,0
58100,179208,76,2021-04-18,0
58100,179208,152,2021-11-09,0
58101,179208,19,2021-07-28,1
58101,179208,37,2021-07-13,0
58101,179208,74,2021-12-31,1
58102,6498,1,2021-02-18,0
58102,6498,2,2021-04-02,0
58102,6498,4,2021-09-06,0
58103,179208,13,2021-05-07,0
58103,179208,26,2021-10-19,0
58103,179208,52,2021-01-14,0
58104,179208,9,2021-09-08,0
58104,179208,18,2021-12-06,0
58104,179208,36,2021-05-07,1
58107,6498,3,2021-10-28,1
58107,6498,5,2021-03-03,0
58107,6498,10,2021-07-20,0
58108,6498,1,2021-08-28,1
58108,6498,2,2021-03-12,0
58108,6498,4,2021-07-07,0
58109,52115,5,2021-03-15,0
58109,52115,10,2021-05-26,0
58109,52115,20,2021-03-27,0
58110,77242,7,2021-04-17,0
58110,77242,13,2021-08-18,0
58110,77242,26,2021-05-13,0
58111,77242,3,2021-01-26,0
58111,77242,7,2021-08-10,0
58111,77242,14,2021-03-13,0
58116,6516,3,2021-04-15,0
58116,6516,15,2021-01-15,1
58116,6516,30,2021-05-19,0
58117,22344,5,2021-09-25,0
58117,22344,24,2021-09-30,0
58117,22344,48,2021-07-17,0
58118,52115,6,2021-05-18,0
58118,52115,13,2021-04-23,1
58118,52115,26,2021-09-11,1
58119,77242,7,2021-09-27,1
58119,77242,14,2021-03-31,0
58119,77242,28,2021-12-24,1
58120,6498,1,2021-02-27,0
58120,6498,1,2021-03-21,0
58120,6498,2,2021-08-11,0
58126,6498,2,2021-06-11,0
58126,6498,4,2021-11-24,0
58126,6498,8,2021-01-05,1
58128,52115,5,2021-11-12,0
58128,52115,11,2021-04-17,0
58128,52115,22,2021-02-10,0
58135,6498,1,2021-01-14,0
58135,6498,2,2021-01-21,0
58135,6498,5,2021-02-25,1
58140,6498,2,2021-01-25,1
58140,6498,3,2021-09-27,0
58140,6498,6,2021-03-23,0
58148,104092,51,2021-01-19,0
58148,104092,259,2021-12-29,1
58148,104092,518,2021-07-04,0
58152,179208,117,2021-01-30,0
58152,179208,350,2021-02-17,0
58152,179208,700,2021-12-26,0
58153,13583,4,2021-07-30,0
58153,13583,21,2021-07-01,1
58153,13583,42,2021-12-08,0
58160,106952,10,2021-09-23,0
58160,106952,40,2021-03-11,0
58160,106952,80,2021-06-01,0
58161,8065,2,2021-07-19,0
58161,8065,4,2021-11-12,0
58161,8065,8,2021-06-20,0
58162,15015,6,2021-05-12,0
58162,15015,22,2021-06-19,0
58162,15015,44,2021-05-07,0
58163,6516,3,2021-03-04,0
58163,6516,16,2021-09-23,0
58163,6516,32,2021-04-14,1
