order,gt
date079 item2708 6498 1 1,machine21 1
date062 item2483 18691 0 10,machine33 10
date094 item2897 18691 1 5,machine09 3 • machine20 2
date279 item5340 103554 0 9,machine09 6 • machine10 3
date095 item2732 179208 0 45,machine05 45
date056 item3852 6498 0 1,machine29 1
date238 item3553 6498 0 6,machine08 1 • machine34 5
date108 item2430 6498 0 1,machine21 1
date283 item4361 6516 0 10,machine08 2 • machine20 3 • machine21 2 • machine28 2
date067 item186 34772 0 30,machine04 4 • machine10 1 • machine28 26
date337 item4979 28824 0 10,machine09 4 • machine14 3 • machine35 3
date328 item1950 6498 0 1,machine08 1
date059 item2424 6498 1 1,machine23 1
date330 item1100 11941 1 2,nan
date121 item2217 77242 0 14,machine33 14
date332 item1176 21121 0 54,machine07 8 • machine08 4 • machine09 3 • machine21 7 • machine22 10 • machine30 12 • machine33 10
date126 item6461 179208 1 32,machine04 8 • machine05 12 • machine14 13
date224 item6608 179208 0 17,machine09 4 • machine14 1 • machine23 12
date093 item3367 81204 0 8,machine04 8
date316 item3678 86821 0 15,machine10 15
date295 item5235 8416 1 18,machine08 5 • machine09 4 • machine14 5 • machine21 3 • machine23 1
date077 item2878 106952 0 15,machine04 8 • machine05 2 • machine20 1 • machine21 5
date086 item6349 179208 0 30,machine08 14 • machine33 8 • machine34 8
date276 item991 179208 1 42,machine06 24 • machine19 18
date006 item206 18691 0 10,machine31 10
date161 item3164 8416 0 2,machine09 1 • machine23 1
date159 item4432 6498 0 3,machine08 1 • machine31 2
date287 item4182 28824 0 12,machine04 6 • machine28 3 • machine29 3
date120 item3965 38087 0 146,machine05 21 • machine08 21 • machine09 1 • machine10 19 • machine14 23 • machine21 6 • machine23 14 • machine28 9 • machine29 7 • machine33 25
date258 item6236 6498 0 1,machine30 1
date055 item767 8065 0 8,machine30 8
date146 item5705 40772 0 26,machine10 11 • machine14 2 • machine23 9 • machine29 5
date126 item1993 179208 0 70,machine19 70
date336 item3135 179208 0 26,machine05 26
date303 item2903 77242 0 15,machine04 15
date220 item3297 6498 0 3,machine08 2 • machine21 1
date338 item581 12881 0 18,machine21 8 • machine23 10
date354 item3697 179208 0 46,machine23 46
date098 item3428 77242 0 7,machine23 7
date217 item4115 179208 0 11,machine05 1 • machine23 10
date119 item1387 52115 0 6,machine10 4 • machine32 2
date361 item4306 179208 0 80,machine05 80
date278 item1155 77242 1 14,machine32 1 • machine33 13
date229 item5370 104092 1 155,machine02 15 • machine06 47 • machine16 32 • machine17 40 • machine19 21
date331 item6590 104092 0 1154,machine08 145 • machine09 128 • machine21 138 • machine23 304 • machine28 319 • machine35 119
date108 item934 18691 0 10,machine15 10
date359 item6309 179208 0 22,machine28 11 • machine31 11
date274 item1583 6516 1 3,machine10 1 • machine22 1 • machine30 1
date048 item2600 179208 1 10,machine23 10
date260 item2646 86821 0 15,machine10 15
date354 item1331 27256 1 18,machine08 7 • machine09 4 • machine29 7
date295 item3707 6332 0 2,machine28 1 • machine29 1
date246 item2480 52115 0 6,machine10 6
date031 item1093 6516 1 3,machine09 1 • machine21 1 • machine30 1
date205 item5772 6498 0 3,machine28 3
date114 item3658 179208 0 20,machine20 20
date279 item1289 33640 1 26,machine09 7 • machine28 19
date026 item3782 6332 1 8,machine08 4 • machine10 2 • machine21 2 • machine28 1
date123 item4385 6498 1 4,machine22 4
date336 item1344 12881 1 4,machine09 4
date059 item1187 29252 0 24,machine01 11 • machine22 6 • machine33 7
date167 item29 27256 0 7,machine21 4 • machine22 1 • machine34 2
date054 item5685 6498 0 4,machine22 4
date274 item2787 40311 0 44,machine10 11 • machine14 4 • machine20 14 • machine21 5 • machine28 11
date363 item441 73747 1 18,machine23 10 • machine31 8
date317 item1048 39325 1 9,machine04 2 • machine05 1 • machine07 2 • machine20 1 • machine23 1 • machine28 1 • machine33 1
date261 item4528 6498 0 1,machine23 1
date007 item1266 41210 1 7,machine08 1 • machine09 1 • machine21 1 • machine31 3
date037 item4462 6498 0 8,machine21 6 • machine23 2
date006 item4752 98424 1 10,machine05 1 • machine08 1 • machine09 1 • machine10 1 • machine14 1 • machine29 1 • machine30 1 • machine32 2
date363 item1385 179208 0 107,machine16 30 • machine19 36 • machine32 41
date146 item5843 6498 1 5,machine29 5
date157 item1185 27256 0 1,machine08 1
date285 item1092 27256 0 14,machine08 6 • machine21 6 • machine22 3
date301 item4996 145749 0 13,machine04 2 • machine08 2 • machine10 3 • machine21 3 • machine23 1 • machine28 2
date117 item641 109155 0 102,machine08 19 • machine18 24 • machine20 10 • machine23 11 • machine28 7 • machine32 10 • machine33 22
date364 item2956 6498 0 3,machine23 3
date139 item4300 179208 0 53,machine06 1 • machine16 23 • machine19 29
date310 item4804 6516 0 32,machine08 3 • machine10 7 • machine21 5 • machine22 4 • machine23 7 • machine30 6
date058 item541 86821 0 15,machine09 6 • machine21 9
date144 item2648 179208 0 20,machine10 20
date324 item4837 6516 0 9,machine08 1 • machine10 3 • machine22 2 • machine23 3 • machine30 1
date058 item5374 6498 0 2,machine09 2
date172 item3709 6498 0 1,machine21 1
date157 item3119 179208 1 24,machine20 14 • machine32 10
date188 item3916 6498 0 1,machine23 1
date037 item2562 86821 0 32,machine04 20 • machine05 12
date034 item2101 6498 1 2,machine23 2
date023 item3038 8767 1 36,machine08 5 • machine09 6 • machine10 9 • machine21 15 • machine33 1
date149 item4023 109155 0 300,machine01 49 • machine03 41 • machine05 84 • machine16 57 • machine20 7 • machine32 48 • machine33 14
date299 item3422 28824 0 11,machine08 3 • machine21 5 • machine32 3
date133 item2491 179208 0 10,machine21 10
date329 item2414 52115 1 6,machine08 6
date331 item2484 52115 0 13,machine20 13
date101 item2996 26140 0 9,machine09 3 • machine21 6
date324 item5117 17409 1 38,machine04 3 • machine08 15 • machine09 13 • machine14 7
date110 item5291 6498 0 6,machine09 6
date228 item4043 179208 0 16,machine05 8 • machine20 3 • machine32 5
date171 item1489 6498 0 3,machine22 3
date204 item5896 179208 0 11,machine23 11
date187 item1747 103554 0 18,machine09 18
date222 item5652 8493 0 4,machine34 4
date284 item536 11941 1 2,nan
date278 item1074 179208 1 15,machine23 15
date236 item4046 27256 0 3,machine10 2 • machine23 1
date200 item3213 179208 0 13,machine03 3 • machine19 10
date026 item299 6516 1 26,machine08 3 • machine21 4 • machine31 8 • machine34 9 • machine35 1
date064 item239 26391 0 35,machine04 6 • machine10 3 • machine21 4 • machine28 4 • machine30 6 • machine31 10 • machine35 3
date168 item2436 77242 1 14,machine32 14
date231 item6326 6498 0 10,machine08 8 • machine09 2
date276 item1670 8493 1 14,machine08 10 • machine29 4
date288 item1699 8493 1 16,machine08 10 • machine09 6
date196 item4060 6498 0 1,machine31 1
date115 item2665 106952 0 140,machine01 27 • machine20 33 • machine32 62 • machine33 19
date059 item394 73747 0 32,machine08 10 • machine21 2 • machine23 20
date349 item919 14481 0 6,machine10 1 • machine14 1 • machine28 1 • machine31 1 • machine35 1
date037 item5161 6498 1 1,machine09 1
date028 item5610 106952 0 14,machine05 6 • machine19 2 • machine20 5 • machine32 2
date039 item3679 179208 0 20,machine01 6 • machine17 14
date360 item275 6516 0 2,machine10 1 • machine34 1
date093 item3301 179208 0 12,machine10 12
date105 item2003 6498 0 1,machine23 1
date008 item55 33640 0 14,machine14 3 • machine28 4 • machine29 7
date088 item6268 52115 0 3,machine32 3
date199 item3203 179208 0 20,machine05 12 • machine33 8
date266 item1374 106952 0 303,machine03 38 • machine06 37 • machine16 122 • machine19 106
date267 item3865 179208 1 18,machine21 10 • machine28 8
date186 item1539 8493 0 2,machine21 2
date244 item3614 6498 0 5,machine23 1 • machine29 4
date306 item5166 25510 0 5,machine08 1 • machine09 1 • machine14 1 • machine21 1
date365 item103 13960 0 88,machine01 4 • machine06 4 • machine07 11 • machine08 2 • machine09 12 • machine10 7 • machine14 3 • machine21 12 • machine22 3 • machine23 2 • machine28 4 • machine29 8 • machine34 11 • machine35 5
date020 item6353 6516 0 16,machine08 4 • machine09 4 • machine21 5 • machine22 1 • machine30 2
date085 item5369 41077 0 41,machine04 10 • machine14 9 • machine28 6 • machine31 8 • machine34 7
date181 item990 104092 0 137,machine03 16 • machine06 30 • machine16 28 • machine17 45 • machine19 19
date171 item2388 179208 0 46,machine23 46
date195 item5683 179208 0 13,machine04 5 • machine08 3 • machine10 5
date053 item3018 18691 1 10,machine04 5 • machine08 5
date213 item3834 179208 0 100,machine05 6 • machine19 94
date188 item1305 14698 0 42,machine08 2 • machine09 3 • machine23 12 • machine31 25
date310 item4252 8416 1 30,machine08 5 • machine09 2 • machine10 3 • machine21 3 • machine22 6 • machine28 7 • machine30 3
date216 item885 29252 1 4,machine04 1 • machine09 2 • machine29 1
date064 item5886 10156 0 11,machine08 1 • machine09 2 • machine14 1 • machine21 2 • machine23 1 • machine28 2 • machine30 1 • machine34 1
date013 item47 8493 0 2,machine21 2
date203 item3556 6498 0 6,machine21 3 • machine28 3
date352 item5603 179208 0 14,machine01 9 • machine32 1 • machine33 4
date071 item3178 6498 1 1,machine23 1
date175 item6270 179208 0 22,machine14 22
date250 item373 5176 0 16,machine07 2 • machine09 1 • machine21 1 • machine22 1 • machine23 2 • machine30 2 • machine31 3 • machine34 1 • machine35 3
date090 item6059 6498 0 4,machine07 4
date287 item1695 6498 0 2,machine23 2
date226 item4409 95463 0 396,machine01 47 • machine03 48 • machine05 49 • machine06 52 • machine16 47 • machine17 51 • machine19 15 • machine20 20 • machine32 53 • machine33 15
date197 item2573 179208 0 24,machine05 24
date266 item5191 179208 0 22,machine06 11 • machine19 11
date180 item5339 6498 0 1,machine22 1
date104 item5991 6498 0 6,machine12 6
date198 item262 8416 0 36,machine10 3 • machine15 8 • machine22 12 • machine30 8 • machine34 4
date314 item4326 179208 0 32,machine32 8 • machine33 24
date065 item4942 52115 1 3,machine23 3
date097 item2309 6498 1 3,machine08 3
date177 item6026 99504 0 40,machine10 12 • machine14 13 • machine28 15
date354 item1178 40551 0 122,machine04 9 • machine05 9 • machine07 4 • machine08 6 • machine09 12 • machine10 11 • machine14 7 • machine20 9 • machine21 8 • machine22 8 • machine23 8 • machine28 2 • machine30 8 • machine33 9 • machine34 3 • machine35 9
date164 item125 6498 0 1,machine10 1
date077 item891 145749 1 21,machine01 3 • machine03 4 • machine05 1 • machine06 2 • machine16 3 • machine18 1 • machine20 5 • machine32 3
date162 item4094 86821 0 4,machine30 4
date238 item721 15640 0 58,machine08 15 • machine09 6 • machine14 12 • machine21 16 • machine22 6 • machine23 4
date038 item2930 179208 0 41,machine01 6 • machine06 35
date129 item4637 18691 0 10,machine23 10
date141 item5720 179208 0 21,machine32 14 • machine33 7
date016 item2868 6498 0 6,machine09 4 • machine21 2
date197 item4071 179208 1 5,machine06 5
date156 item1613 104092 1 134,machine01 18 • machine04 25 • machine09 36 • machine21 26 • machine28 29
date307 item4115 179208 1 44,machine05 29 • machine23 15
date049 item4541 8065 0 2,machine28 2
date165 item1068 106952 0 124,machine05 28 • machine20 13 • machine32 2 • machine33 81
date083 item3132 45374 0 9,machine04 1 • machine08 1 • machine14 1 • machine21 3 • machine28 2
date331 item6551 6498 0 1,machine25 1
date336 item5152 6498 0 10,machine10 6 • machine28 4
date254 item3583 43937 0 8,machine05 2 • machine21 1 • machine23 2 • machine35 3
date356 item6433 11735 0 82,machine07 1 • machine08 1 • machine09 7 • machine10 2 • machine21 10 • machine22 8 • machine23 8 • machine28 3 • machine29 11 • machine31 4 • machine32 10 • machine33 9 • machine34 4 • machine35 6
date199 item791 6498 0 1,machine21 1
date288 item6502 104092 1 26,machine01 7 • machine03 7 • machine06 5 • machine16 2 • machine17 3 • machine19 2
date147 item850 37525 0 122,machine04 20 • machine07 15 • machine08 18 • machine09 11 • machine14 11 • machine21 19 • machine22 11 • machine23 2 • machine35 15
date058 item2802 6498 0 4,machine28 4
date154 item2146 52115 0 22,machine08 7 • machine33 15
date112 item5225 179208 0 10,machine10 2 • machine33 8
date286 item5872 7149 0 3,machine24 3
date359 item886 6983 0 3,machine23 1 • machine30 1
date188 item4670 6498 0 4,machine20 4
date115 item6424 179208 0 33,machine28 6 • machine29 16 • machine31 11
date123 item5899 14481 1 6,machine07 1 • machine09 1 • machine23 1 • machine34 1 • machine35 2
date222 item765 6516 0 2,nan
date141 item4838 27256 0 14,machine22 7 • machine31 4 • machine35 3
date134 item1462 81204 0 8,machine28 8
date215 item6020 28824 0 4,machine32 3
date123 item5387 109155 0 656,machine01 16 • machine02 93 • machine03 137 • machine06 93 • machine16 67 • machine17 130 • machine19 121
date352 item974 179208 0 10,machine06 10
date310 item6340 6498 0 3,machine09 1 • machine28 2
date244 item1415 6332 0 3,machine08 1 • machine22 1 • machine33 1
date061 item393 6498 0 4,machine08 4
date224 item2444 6498 0 2,machine21 2
date216 item2614 106952 1 105,machine01 19 • machine05 22 • machine06 41 • machine20 22
date179 item3537 77242 0 3,machine28 3
date349 item5800 33640 0 26,machine09 12 • machine30 10 • machine35 4
date080 item3530 179208 0 30,machine20 30
date037 item1171 40772 0 6,machine04 1 • machine07 2 • machine14 2 • machine31 2
date048 item1206 8493 0 4,machine21 4
date327 item6497 8065 1 3,machine08 3
date276 item4948 22720 0 4,machine08 1 • machine21 1 • machine23 1
date334 item1742 52115 0 13,machine21 13
date038 item2854 20470 0 20,machine08 3 • machine09 3 • machine10 3 • machine21 3 • machine23 3 • machine28 2 • machine30 1 • machine33 2
date346 item6521 179208 0 20,machine01 20
date308 item1898 103554 0 9,machine32 5 • machine33 4
date070 item5826 6498 0 8,machine09 2 • machine11 6
date231 item2947 179208 1 24,machine20 24
date333 item5932 145749 0 17,machine04 2 • machine09 3 • machine10 3 • machine14 3 • machine21 3 • machine23 1 • machine28 2
date181 item454 73747 0 6,machine21 5 • machine22 1
date303 item3081 52115 0 12,machine21 12
date183 item4923 41077 0 8,machine01 2 • machine08 2 • machine20 1 • machine28 2
date055 item4548 6498 0 3,machine28 3
date034 item777 6332 0 14,machine10 2 • machine21 8 • machine23 2 • machine28 2
date286 item4709 179208 0 14,machine14 14
date220 item650 40311 0 104,machine04 6 • machine08 4 • machine10 35 • machine21 18 • machine28 35 • machine29 6
date123 item1197 6516 0 2,machine09 1 • machine22 1 • machine28 1
