order,gt
"• date046 item1623 6498 0 6
• date046 item1623 6498 0 6",• item1623 machine09 date046 6
"• date269 item4537 103554 0 19
• date269 item4537 103554 0 19","• item4537 machine20 date269 15
• item4537 machine33 date269 4"
"• date335 item5840 10500 0 50
• date335 item5840 10500 0 50
• date335 item5840 10500 0 50
• date335 item5840 10500 0 50
• date335 item5840 10500 0 50
• date335 item5840 10500 0 50
• date335 item5840 10500 0 50","• item5840 machine08 date335 17
• item5840 machine10 date335 13
• item5840 machine21 date335 2
• item5840 machine25 date335 1
• item5840 machine28 date335 6
• item5840 machine29 date335 11"
"• date005 item5799 6498 0 3
• date005 item5799 6498 0 3","• item5799 machine04 date005 1
• item5799 machine30 date005 2"
"• date004 item177 9518 0 2
• date004 item177 9518 0 2
• date004 item177 9518 0 2
• date004 item177 9518 0 2
• date004 item177 9518 0 2
• date004 item177 9518 0 2
• date004 item177 9518 0 2
• date004 item177 9518 0 2
• date004 item177 9518 0 2
• date004 item177 9518 0 2
• date004 item177 9518 0 2",
"• date076 item543 104092 0 276
• date076 item543 104092 0 276
• date076 item543 104092 0 276
• date076 item543 104092 0 276
• date076 item543 104092 0 276","• item543 machine01 date076 25
• item543 machine03 date076 82
• item543 machine05 date076 82
• item543 machine19 date076 43
• item543 machine20 date076 43"
"• date098 item313 6516 1 8
• date098 item313 6516 1 8
• date098 item313 6516 1 8
• date098 item313 6516 1 8
• date098 item313 6516 1 8","• item313 machine07 date098 3
• item313 machine22 date098 2
• item313 machine24 date098 2
• item313 machine34 date098 1"
• date258 item5776 6498 0 4,• item5776 machine34 date258 4
"• date310 item6056 179208 0 82
• date310 item6056 179208 0 82","• item6056 machine03 date310 48
• item6056 machine06 date310 34"
• date122 item2255 52115 0 11,• item2255 machine21 date122 11
• date242 item822 179208 0 5,• item822 machine08 date242 5
"• date245 item4785 69825 0 9
• date245 item4785 69825 0 9
• date245 item4785 69825 0 9
• date245 item4785 69825 0 9
• date245 item4785 69825 0 9
• date245 item4785 69825 0 9
• date245 item4785 69825 0 9
• date245 item4785 69825 0 9","• item4785 machine04 date245 2
• item4785 machine21 date245 2
• item4785 machine28 date245 1
• item4785 machine31 date245 2
• item4785 machine34 date245 1"
"• date201 item4772 179208 0 23
• date201 item4772 179208 0 23
• date201 item4772 179208 0 23","• item4772 machine05 date201 7
• item4772 machine06 date201 12
• item4772 machine20 date201 4"
• date181 item2114 179208 0 20,• item2114 machine03 date181 20
• date201 item5133 52115 1 13,• item5133 machine09 date201 13
"• date063 item4585 179208 0 24
• date063 item4585 179208 0 24","• item4585 machine04 date063 17
• item4585 machine23 date063 7"
• date051 item3595 179208 1 5,• item3595 machine28 date051 5
"• date248 item4256 27256 0 14
• date248 item4256 27256 0 14
• date248 item4256 27256 0 14","• item4256 machine21 date248 6
• item4256 machine23 date248 3
• item4256 machine34 date248 5"
• date037 item3309 179208 0 80,• item3309 machine01 date037 80
"• date258 item727 25870 0 9
• date258 item727 25870 0 9
• date258 item727 25870 0 9
• date258 item727 25870 0 9
• date258 item727 25870 0 9
• date258 item727 25870 0 9
• date258 item727 25870 0 9
• date258 item727 25870 0 9
• date258 item727 25870 0 9
• date258 item727 25870 0 9
• date258 item727 25870 0 9
• date258 item727 25870 0 9
• date258 item727 25870 0 9
• date258 item727 25870 0 9
• date258 item727 25870 0 9
• date258 item727 25870 0 9
• date258 item727 25870 0 9
• date258 item727 25870 0 9","• item727 machine04 date258 1
• item727 machine10 date258 1
• item727 machine14 date258 1
• item727 machine23 date258 1
• item727 machine28 date258 1
• item727 machine31 date258 1
• item727 machine35 date258 1"
• date236 item3204 13140 0 5,• item3204 machine21 date236 5
• date243 item1813 81204 1 8,• item1813 machine19 date243 8
"• date025 item5746 8065 1 4
• date025 item5746 8065 1 4","• item5746 machine08 date025 2
• item5746 machine09 date025 2"
"• date035 item3531 6516 0 34
• date035 item3531 6516 0 34
• date035 item3531 6516 0 34
• date035 item3531 6516 0 34
• date035 item3531 6516 0 34","• item3531 machine09 date035 1
• item3531 machine21 date035 4
• item3531 machine22 date035 6
• item3531 machine23 date035 13
• item3531 machine30 date035 11"
• date317 item3376 179208 1 34,• item3376 machine05 date317 34
• date042 item2315 179208 1 16,• item2315 machine20 date042 16
• date325 item4829 77242 0 3,• item4829 machine23 date325 3
• date260 item2972 6498 1 1,• item2972 machine21 date260 1
"• date315 item5954 8844 0 32
• date315 item5954 8844 0 32
• date315 item5954 8844 0 32
• date315 item5954 8844 0 32","• item5954 machine04 date315 15
• item5954 machine09 date315 6
• item5954 machine14 date315 10
• item5954 machine35 date315 1"
"• date302 item258 20470 1 3
• date302 item258 20470 1 3
• date302 item258 20470 1 3
• date302 item258 20470 1 3
• date302 item258 20470 1 3
• date302 item258 20470 1 3
• date302 item258 20470 1 3
• date302 item258 20470 1 3","• item258 machine11 date302 1
• item258 machine31 date302 1
• item258 machine34 date302 1"
"• date110 item5302 6983 1 13
• date110 item5302 6983 1 13
• date110 item5302 6983 1 13
• date110 item5302 6983 1 13","• item5302 machine08 date110 1
• item5302 machine09 date110 4
• item5302 machine10 date110 3
• item5302 machine21 date110 5"
"• date352 item6092 52115 0 6
• date352 item6092 52115 0 6","• item6092 machine04 date352 3
• item6092 machine09 date352 3"
• date288 item6090 52115 1 13,• item6090 machine21 date288 13
"• date296 item6111 179208 0 110
• date296 item6111 179208 0 110","• item6111 machine04 date296 52
• item6111 machine05 date296 58"
"• date232 item4447 9518 1 52
• date232 item4447 9518 1 52
• date232 item4447 9518 1 52
• date232 item4447 9518 1 52
• date232 item4447 9518 1 52
• date232 item4447 9518 1 52
• date232 item4447 9518 1 52
• date232 item4447 9518 1 52
• date232 item4447 9518 1 52
• date232 item4447 9518 1 52
• date232 item4447 9518 1 52","• item4447 machine07 date232 6
• item4447 machine08 date232 1
• item4447 machine09 date232 1
• item4447 machine10 date232 1
• item4447 machine14 date232 5
• item4447 machine21 date232 6
• item4447 machine22 date232 7
• item4447 machine28 date232 8
• item4447 machine29 date232 8
• item4447 machine30 date232 6
• item4447 machine33 date232 2"
"• date038 item6078 179208 0 19
• date038 item6078 179208 0 19","• item6078 machine04 date038 8
• item6078 machine05 date038 11"
"• date277 item6454 109155 0 836
• date277 item6454 109155 0 836
• date277 item6454 109155 0 836
• date277 item6454 109155 0 836
• date277 item6454 109155 0 836
• date277 item6454 109155 0 836
• date277 item6454 109155 0 836","• item6454 machine01 date277 113
• item6454 machine03 date277 15
• item6454 machine06 date277 42
• item6454 machine14 date277 152
• item6454 machine16 date277 76
• item6454 machine17 date277 299
• item6454 machine19 date277 140"
• date073 item5308 6498 0 5,• item5308 machine23 date073 5
• date018 item2002 81204 1 16,• item2002 machine32 date018 16
"• date282 item3563 6498 0 3
• date282 item3563 6498 0 3",• item3563 machine21 date282 3
"• date344 item5135 145749 0 20
• date344 item5135 145749 0 20
• date344 item5135 145749 0 20
• date344 item5135 145749 0 20
• date344 item5135 145749 0 20
• date344 item5135 145749 0 20
• date344 item5135 145749 0 20
• date344 item5135 145749 0 20","• item5135 machine05 date344 6
• item5135 machine09 date344 1
• item5135 machine10 date344 1
• item5135 machine23 date344 3
• item5135 machine28 date344 5
• item5135 machine31 date344 2
• item5135 machine34 date344 3"
"• date185 item6174 17409 0 19
• date185 item6174 17409 0 19
• date185 item6174 17409 0 19
• date185 item6174 17409 0 19","• item6174 machine07 date185 6
• item6174 machine21 date185 6
• item6174 machine34 date185 5
• item6174 machine35 date185 3"
• date080 item4812 179208 0 33,• item4812 machine05 date080 33
• date079 item2635 179208 0 22,• item2635 machine20 date079 22
• date113 item2626 103554 0 4,• item2626 machine20 date113 4
"• date184 item4702 105576 1 103
• date184 item4702 105576 1 103
• date184 item4702 105576 1 103
• date184 item4702 105576 1 103
• date184 item4702 105576 1 103
• date184 item4702 105576 1 103
• date184 item4702 105576 1 103
• date184 item4702 105576 1 103
• date184 item4702 105576 1 103","• item4702 machine01 date184 14
• item4702 machine03 date184 11
• item4702 machine05 date184 17
• item4702 machine06 date184 4
• item4702 machine16 date184 5
• item4702 machine19 date184 10
• item4702 machine20 date184 17
• item4702 machine32 date184 14
• item4702 machine33 date184 11"
• date215 item3063 6498 1 1,• item3063 machine21 date215 1
"• date193 item4931 179208 0 16
• date193 item4931 179208 0 16
• date193 item4931 179208 0 16","• item4931 machine04 date193 12
• item4931 machine05 date193 3
• item4931 machine20 date193 1"
"• date035 item5423 12881 1 4
• date035 item5423 12881 1 4","• item5423 machine21 date035 2
• item5423 machine35 date035 2"
• date183 item2800 6498 0 1,• item2800 machine08 date183 1
• date215 item2272 13140 1 2,• item2272 machine21 date215 2
"• date300 item334 6498 1 1
• date300 item334 6498 1 1",• item334 machine23 date300 1
"• date344 item5845 179208 0 70
• date344 item5845 179208 0 70
• date344 item5845 179208 0 70","• item5845 machine03 date344 29
• item5845 machine20 date344 29
• item5845 machine32 date344 12"
"• date178 item1149 41077 1 8
• date178 item1149 41077 1 8
• date178 item1149 41077 1 8
• date178 item1149 41077 1 8
• date178 item1149 41077 1 8","• item1149 machine21 date178 3
• item1149 machine25 date178 2
• item1149 machine35 date178 3"
"• date176 item6482 6516 0 2
• date176 item6482 6516 0 2
• date176 item6482 6516 0 2
• date176 item6482 6516 0 2
• date176 item6482 6516 0 2",• item6482 machine21 date176 1
"• date364 item6544 8416 0 3
• date364 item6544 8416 0 3
• date364 item6544 8416 0 3
• date364 item6544 8416 0 3
• date364 item6544 8416 0 3
• date364 item6544 8416 0 3
• date364 item6544 8416 0 3","• item6544 machine09 date364 1
• item6544 machine21 date364 1
• item6544 machine22 date364 1"
"• date236 item5243 12881 0 8
• date236 item5243 12881 0 8","• item5243 machine09 date236 6
• item5243 machine32 date236 2"
"• date151 item3849 103554 0 9
• date151 item3849 103554 0 9","• item3849 machine08 date151 3
• item3849 machine32 date151 6"
"• date235 item3538 179208 0 90
• date235 item3538 179208 0 90
• date235 item3538 179208 0 90","• item3538 machine05 date235 15
• item3538 machine20 date235 66
• item3538 machine33 date235 8"
• date333 item1494 86821 0 8,• item1494 machine34 date333 8
• date212 item2589 6498 0 1,• item2589 machine28 date212 1
"• date124 item5938 20470 0 3
• date124 item5938 20470 0 3
• date124 item5938 20470 0 3
• date124 item5938 20470 0 3
• date124 item5938 20470 0 3
• date124 item5938 20470 0 3
• date124 item5938 20470 0 3
• date124 item5938 20470 0 3",• item5938 machine28 date124 1
"• date279 item6277 8416 0 30
• date279 item6277 8416 0 30
• date279 item6277 8416 0 30
• date279 item6277 8416 0 30
• date279 item6277 8416 0 30
• date279 item6277 8416 0 30
• date279 item6277 8416 0 30","• item6277 machine08 date279 1
• item6277 machine09 date279 8
• item6277 machine10 date279 1
• item6277 machine21 date279 4
• item6277 machine23 date279 8
• item6277 machine28 date279 5
• item6277 machine30 date279 4"
"• date126 item4397 10807 0 32
• date126 item4397 10807 0 32
• date126 item4397 10807 0 32
• date126 item4397 10807 0 32
• date126 item4397 10807 0 32
• date126 item4397 10807 0 32
• date126 item4397 10807 0 32
• date126 item4397 10807 0 32
• date126 item4397 10807 0 32","• item4397 machine07 date126 3
• item4397 machine08 date126 1
• item4397 machine10 date126 4
• item4397 machine20 date126 6
• item4397 machine21 date126 5
• item4397 machine28 date126 4
• item4397 machine29 date126 3
• item4397 machine34 date126 5"
• date327 item1532 179208 0 10,• item1532 machine33 date327 10
"• date279 item4456 6498 0 4
• date279 item4456 6498 0 4","• item4456 machine21 date279 1
• item4456 machine28 date279 3"
"• date322 item6529 7168 0 34
• date322 item6529 7168 0 34
• date322 item6529 7168 0 34
• date322 item6529 7168 0 34
• date322 item6529 7168 0 34","• item6529 machine07 date322 5
• item6529 machine09 date322 10
• item6529 machine14 date322 4
• item6529 machine21 date322 10
• item6529 machine23 date322 5"
• date243 item3357 179208 0 6,• item3357 machine20 date243 6
• date209 item2633 6498 0 1,• item2633 machine21 date209 1
"• date247 item743 14413 0 106
• date247 item743 14413 0 106
• date247 item743 14413 0 106
• date247 item743 14413 0 106
• date247 item743 14413 0 106
• date247 item743 14413 0 106
• date247 item743 14413 0 106
• date247 item743 14413 0 106
• date247 item743 14413 0 106
• date247 item743 14413 0 106
• date247 item743 14413 0 106
• date247 item743 14413 0 106
• date247 item743 14413 0 106
• date247 item743 14413 0 106","• item743 machine04 date247 2
• item743 machine07 date247 6
• item743 machine08 date247 13
• item743 machine10 date247 10
• item743 machine14 date247 9
• item743 machine18 date247 8
• item743 machine21 date247 10
• item743 machine28 date247 5
• item743 machine31 date247 12
• item743 machine32 date247 12
• item743 machine33 date247 1
• item743 machine34 date247 13
• item743 machine35 date247 4"
